Sentence,Sentiment
"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",1
"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",1
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,1
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,0
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,1
1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,1
"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",1
"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",0
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",0
Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,1
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,0
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,1
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,1
$FB popping up to HOD,1
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",1
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,1
RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,1
Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,1
easyJet expects resilient demand to withstand security fears,1
"$SLV -4.44% at 18 now AWFUL, down from 42.50",0
Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,0
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",1
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,1
"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",0
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,1
"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .",1
"At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem .",0
Zurich Insurance Considering Offer for UK Rival RSA Insurance,1
It will also strengthen Ruukki 's offshore business .,1
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",1
"Order intake , on the other hand , is expected to be stronger than in 2007 .",1
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",0
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",1
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",0
Long $GPRO for a brealout trade,1
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,1
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",0
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",1
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",1
Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,0
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,1
"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.",1
"According to Bosse , the present cooperation is beneficial to all parties , however .",1
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,1
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",1
"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .",1
Tesco leads leap in FTSE 100; Marks & Spencer drops,1
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,0
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',1
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",1
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,0
UPM-Kymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations .,1
Royal Mail share price rallies amid positive broker comments,1
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",1
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",1
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,0
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",1
"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .",1
"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",1
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,0
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,0
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",0
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",1
"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",1
Commented on It's Time To Embrace Dividend Growth https://t.co/wc2qfP79TN $ABBV $CSCO $WYN,1
"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",1
"However , the growth margin slowed down due to the financial crisis .",0
"FastJet slams EasyJet founder Stelios for going public, is 'taking legal advice' over letter about contractual ...",0
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,1
CompaniesActelion shares hit record on Shire takeover talk,1
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",1
"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .",1
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",0
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",0
$AMZN long into earnings. looks good over 600,1
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",0
UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,1
Ruling sets lower limit on potential fine for BP,0
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,1
Citrix Systems Inc $CTXS Position Increased by Mizuho… https://t.co/v7Lkq08Flp @ShareStockNews,1
"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",0
Also construction expenses have gone up in Russia .,0
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,0
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,1
"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",0
$TSLA stock gaining steam... Plus other notable moves from this week: https://t.co/Hz0wdp5za1,1
It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,1
"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",1
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",0
It is now the leading private road ambulance service company in Finland .,1
$IDCC - $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,1
$WFT closng higher from here,1
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",1
Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .,1
The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,1
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,0
"$ATVI ooks pretty bullish for now. from a short-term perspective, it's got a good chance of maybe sliding back to 33.70 #stocks #investing",1
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,1
"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",0
